content,content_stemmed_no_common_2,content_regex,content_regex_norm,text_clean,_tokens,tokens_clean,score,sentiment,reviewCreatedVersion,major_version,at,thumbsUpCount
mantap,mantap,mantap,mantap,mantap,['mantap'],['mantap'],5,positive,,nan,2017-05-15 23:47:03,0
"dear doni rahmad putra ,     anda jangan bicara seperti itu ..  harusnya anda kasih masukan, apa yang kurang dengan aplikasinya, pasti orang2 terkait menanggapi masukan anda ..      pelanggan yang tidak puas adalah guru terbaik!!     jika ia memberi masukan.      (apakah anda bisa membuat aplikasi??",dear doni rahmad putra bicara kasih masuk orangorang kait tanggap masuk langgan puas guru baik masuk,dear doni rahmad putra bicara kasih masuk orangorang kait tanggap masuk langgan puas guru baik masuk,dear doni rahmad putra bicara kasih masuk orangorang kait tanggap masuk langgan puas guru baik masuk,dear bicara kasih masuk orangorang kait tanggap masuk langgan puas baik masuk,"['dear', 'doni', 'rahmad', 'putra', 'bicara', 'kasih', 'masuk', 'orangorang', 'kait', 'tanggap', 'masuk', 'langgan', 'puas', 'guru', 'baik', 'masuk']","['dear', 'bicara', 'kasih', 'masuk', 'orangorang', 'kait', 'tanggap', 'masuk', 'langgan', 'puas', 'baik', 'masuk']",4,positive,4.0.9,4,2017-05-15 21:15:01,48
oke jambe sip deh,oke jambe sip deh,oke jambe sip deh,oke jambe sip deh,oke sip deh,"['oke', 'jambe', 'sip', 'deh']","['oke', 'sip', 'deh']",5,positive,,nan,2017-05-15 08:04:11,0
mudah,mudah,mudah,mudah,mudah,['mudah'],['mudah'],5,positive,3.5.1,3,2017-05-14 22:45:34,0
pingin urusan tiket lancar setiap waktu,pengin urus tiket lancar,pengin urus tiket lancar,pengin urus tiket lancar,pengin urus tiket lancar,"['pengin', 'urus', 'tiket', 'lancar']","['pengin', 'urus', 'tiket', 'lancar']",5,positive,,nan,2017-05-14 12:48:44,0
masih kurang mhn koreksinya,mhn koreksi,mhn koreksi,mhn koreksi,mhn koreksi,"['mhn', 'koreksi']","['mhn', 'koreksi']",3,neutral,4.0.9,4,2017-05-13 14:05:04,1
payah..!!!! it nya garuda fayah...biang sampah ae aplikasi,payah fayahbiang sampah,payah fayahbiang sampah,payah fayahbiang sampah,payah sampah,"['payah', 'fayahbiang', 'sampah']","['payah', 'sampah']",1,negative,4.0.9,4,2017-05-13 10:01:19,0
good....,good,good,good,good,['good'],['good'],5,positive,4.0.9,4,2017-05-13 04:36:26,1
semoga lebih mudah,moga mudah,moga mudah,moga mudah,moga mudah,"['moga', 'mudah']","['moga', 'mudah']",3,neutral,3.5.1,3,2017-05-12 14:46:20,0
"i want look first if then i think importan, i will plus star for it..ty",i want look first if then i think importan i will plus star for itty,i want look first if then i think importan i will plus star for itty,i want look first if then i think importan i wil plus star for itty,i first i i wil plus star for,"['i', 'want', 'look', 'first', 'if', 'then', 'i', 'think', 'importan', 'i', 'wil', 'plus', 'star', 'for', 'itty']","['i', 'first', 'i', 'i', 'wil', 'plus', 'star', 'for']",3,neutral,4.0.9,4,2017-05-11 20:26:43,1
ingin tau,tau,tau,tau,tau,['tau'],['tau'],3,neutral,,nan,2017-05-10 17:59:43,0
buruk,buruk,buruk,buruk,buruk,['buruk'],['buruk'],1,negative,4.0.9,4,2017-05-10 12:55:14,1
ok,ok,ok,ok,ok,['ok'],['ok'],5,positive,,nan,2017-05-10 05:33:57,0
ok garuda,ok,ok,ok,ok,['ok'],['ok'],4,positive,,nan,2017-05-10 04:08:29,0
untuk promo tidak jelad,promo jelad,promo jelad,promo jelad,promo,"['promo', 'jelad']",['promo'],4,positive,4.0.9,4,2017-05-09 02:15:55,3
garuda indonesia  best of the best,indonesia best of the best,indonesia best of the best,indonesia best of the best,indonesia best of the best,"['indonesia', 'best', 'of', 'the', 'best']","['indonesia', 'best', 'of', 'the', 'best']",5,positive,4.0.9,4,2017-05-09 00:46:53,3
garuda indonesia id the best,indonesia id the best,indonesia id the best,indonesia id the best,indonesia id the best,"['indonesia', 'id', 'the', 'best']","['indonesia', 'id', 'the', 'best']",5,positive,,nan,2017-05-09 00:06:45,0
"terlalu berat kayak mikul semen 10 sak, dan susah di dowload. tolong diperbaiki.",berat kayak mikul semen 10 sak susah dowload tolong baik,berat kayak mikul semen sak susah dowload tolong baik,berat kayak mikul semen sak susah dowload tolong baik,berat kayak susah dowload tolong baik,"['berat', 'kayak', 'mikul', 'semen', 'sak', 'susah', 'dowload', 'tolong', 'baik']","['berat', 'kayak', 'susah', 'dowload', 'tolong', 'baik']",1,negative,,nan,2017-05-08 16:12:54,0
sipp,sip,sip,sip,sip,['sip'],['sip'],5,positive,,nan,2017-05-08 13:21:48,0
good,good,good,good,good,['good'],['good'],4,positive,4.0.9,4,2017-05-07 23:30:41,2
"aplikasi garuda ini apa maksudnya?? sejak di perbarui aplikasinya koq gak bisa di buka, cuman bisa sampai buat reservasi aja tapi gak keluar harga. cuman blank halaman putih saja tampilannya.. why garuda......what happen with you...??!!",maksud baru buka cuman reservasi harga cuman blank halaman putih tampil why garudawhat happen with you,maksud baru buka cuman reservasi harga cuman blank halaman putih tampil why garudawhat happen with you,maksud baru buka cuman reservasi harga cuman blank halaman putih tampil why garudawhat happen with you,maksud baru buka cuman reservasi harga cuman blank halaman putih tampil why with you,"['maksud', 'baru', 'buka', 'cuman', 'reservasi', 'harga', 'cuman', 'blank', 'halaman', 'putih', 'tampil', 'why', 'garudawhat', 'happen', 'with', 'you']","['maksud', 'baru', 'buka', 'cuman', 'reservasi', 'harga', 'cuman', 'blank', 'halaman', 'putih', 'tampil', 'why', 'with', 'you']",1,negative,4.0.9,4,2017-05-07 04:28:10,19
ok banget,ok banget,ok banget,ok banget,ok banget,"['ok', 'banget']","['ok', 'banget']",4,positive,4.0.9,4,2017-05-06 01:27:16,2
pelayanan garuda itu hebat dibanding yg lain,layan hebat banding,layan hebat banding,layan hebat banding,layan hebat banding,"['layan', 'hebat', 'banding']","['layan', 'hebat', 'banding']",4,positive,,nan,2017-05-05 20:54:58,0
"tolong diperbaiki lagi aplikasinya, banyak bug yg membuat sering error",tolong baik bug error,tolong baik bug error,tolong baik bug error,tolong baik bug error,"['tolong', 'baik', 'bug', 'error']","['tolong', 'baik', 'bug', 'error']",3,neutral,4.0.9,4,2017-05-05 13:39:31,6
mantap,mantap,mantap,mantap,mantap,['mantap'],['mantap'],5,positive,,nan,2017-05-04 16:42:55,0
layanan di pertahankan dan di tingkatkan.,layan tahan tingkat,layan tahan tingkat,layan tahan tingkat,layan tahan tingkat,"['layan', 'tahan', 'tingkat']","['layan', 'tahan', 'tingkat']",5,positive,4.0.9,4,2017-05-04 12:11:31,4
memuaskan,muas,muas,muas,muas,['muas'],['muas'],5,positive,4.0.9,4,2017-05-03 10:44:11,1
aplikasi buruk,buruk,buruk,buruk,buruk,['buruk'],['buruk'],1,negative,4.0.9,4,2017-05-02 14:39:12,2
profil ilang dewe,profil hilang dewe,profil hilang dewe,profil hilang dewe,profil hilang dewe,"['profil', 'hilang', 'dewe']","['profil', 'hilang', 'dewe']",3,neutral,,nan,2017-05-01 23:38:54,0
top banget,top banget,top banget,top banget,top banget,"['top', 'banget']","['top', 'banget']",5,positive,,nan,2017-05-01 03:04:15,0
baik untuk informasi,informasi,informasi,informasi,informasi,['informasi'],['informasi'],4,positive,,nan,2017-04-30 03:53:19,0
perbaiki yang belum baik,baik,baik,baik,baik,['baik'],['baik'],5,positive,3.3.0,3,2017-04-29 03:57:02,0
bagus,bagus,bagus,bagus,bagus,['bagus'],['bagus'],5,positive,4.0.9,4,2017-04-28 07:15:46,1
"oke,  cuman milesnya gak update otomatis,  mesti keluar dulu,  dan login kembali",oke cuman milesnya update otomatis mesti login,oke cuman milesnya update otomatis mesti login,oke cuman milesnya update otomatis mesti login,oke cuman milesnya update otomatis mesti login,"['oke', 'cuman', 'milesnya', 'update', 'otomatis', 'mesti', 'login']","['oke', 'cuman', 'milesnya', 'update', 'otomatis', 'mesti', 'login']",4,positive,4.0.9,4,2017-04-28 03:23:07,6
masa aplikadinya gak bisa dibuka........!!!!!,aplikadinya buka,aplikadinya buka,aplikadinya buka,buka,"['aplikadinya', 'buka']",['buka'],1,negative,4.0.9,4,2017-04-27 19:25:57,0
"ngaco nih apps garuda mobile. apps tahun kemarin sudah bagus tapi koq diganti dgn apps yang ngaco,  payah",aco nih apps mobile apps kemarin bagus ganti apps ngaco payah,aco nih apps mobile apps kemarin bagus ganti apps ngaco payah,aco nih apps mobile apps kemarin bagus ganti apps ngaco payah,nih apps mobile apps kemarin bagus ganti apps payah,"['aco', 'nih', 'apps', 'mobile', 'apps', 'kemarin', 'bagus', 'ganti', 'apps', 'ngaco', 'payah']","['nih', 'apps', 'mobile', 'apps', 'kemarin', 'bagus', 'ganti', 'apps', 'payah']",1,negative,4.0.9,4,2017-04-27 16:25:11,5
i can trip with garuda always,i can trip with always,i can trip with always,i can trip with always,i can trip with always,"['i', 'can', 'trip', 'with', 'always']","['i', 'can', 'trip', 'with', 'always']",5,positive,,nan,2017-04-27 13:58:26,0
"tamu2 di travel agent saya sering kami rekomendasikan untuk menggunakan jasa penerbangan garuda dan saya merasa bangga akan komentar2 mereka tentang kualitas pelayanan garuda yang pantas diacungi jempol. untuk masa yang akan datang saya akan mulai mencoba untuk menggunakan sarana online booking, mudah2an semuanya akan berjalan dengan baik!!",tamu2 travel agent rekomendasi jasa terbang bangga komentarkomentar kualitas layan acung jempol coba sarana online booking mudahmudahan jalan,tamu travel agent rekomendasi jasa terbang bangga komentarkomentar kualitas layan acung jempol coba sarana online booking mudahmudahan jalan,tamu travel agent rekomendasi jasa terbang bangga komentarkomentar kualitas layan acung jempol coba sarana online booking mudahmudahan jalan,travel rekomendasi jasa terbang bangga kualitas layan jempol coba online booking mudahmudahan jalan,"['tamu', 'travel', 'agent', 'rekomendasi', 'jasa', 'terbang', 'bangga', 'komentarkomentar', 'kualitas', 'layan', 'acung', 'jempol', 'coba', 'sarana', 'online', 'booking', 'mudahmudahan', 'jalan']","['travel', 'rekomendasi', 'jasa', 'terbang', 'bangga', 'kualitas', 'layan', 'jempol', 'coba', 'online', 'booking', 'mudahmudahan', 'jalan']",5,positive,4.0.9,4,2017-04-27 12:29:34,83
"payah........nggak bisa loading, ternyata maskapai penerbangan yg kita banggakan masih nggak profesional dalam hal aplikasi mobile-nya. perbaiki jangan malu malui.",payahnggak loading maskapai terbang bangga profesional mobilenya baik malu malu,payahnggak loading maskapai terbang bangga profesional mobilenya baik malu malu,payahnggak loading maskapai terbang bangga profesional mobilenya baik malu malu,loading maskapai terbang bangga profesional mobilenya baik malu malu,"['payahnggak', 'loading', 'maskapai', 'terbang', 'bangga', 'profesional', 'mobilenya', 'baik', 'malu', 'malu']","['loading', 'maskapai', 'terbang', 'bangga', 'profesional', 'mobilenya', 'baik', 'malu', 'malu']",1,negative,4.0.9,4,2017-04-27 03:14:07,10
app crash terus nih.. banyak error.. abis logout .. login screen gak muncul.. unistall 3x ..app crash terus kemudian  force close..,crash nih error habis logout login screen muncul unistall 3x crash force close,crash nih error habis logout login screen muncul unistall x crash force close,crash nih error habis logout login screen muncul unistal x crash force close,crash nih error habis logout login screen muncul unistal x crash force close,"['crash', 'nih', 'error', 'habis', 'logout', 'login', 'screen', 'muncul', 'unistal', 'x', 'crash', 'force', 'close']","['crash', 'nih', 'error', 'habis', 'logout', 'login', 'screen', 'muncul', 'unistal', 'x', 'crash', 'force', 'close']",1,negative,,nan,2017-04-26 12:06:38,0
kenapa sy tidak bisa men download aplikasi ini,men download,men download,men download,download,"['men', 'download']",['download'],5,positive,,nan,2017-04-26 10:29:48,0
tetap menjadi terdepan dlm ketepatan waktu dan zero delay,depan tepat zero delay,depan tepat zero delay,depan tepat zero delay,depan delay,"['depan', 'tepat', 'zero', 'delay']","['depan', 'delay']",4,positive,3.5.1,3,2017-04-25 17:47:34,0
tolong diperbaiki aplikasinya. loading lambat dan sering errorr,tolong baik loading lambat errorr,tolong baik loading lambat errorr,tolong baik loading lambat error,tolong baik loading lambat error,"['tolong', 'baik', 'loading', 'lambat', 'error']","['tolong', 'baik', 'loading', 'lambat', 'error']",3,neutral,4.0.9,4,2017-04-25 00:35:38,1
"sayang,saya cocokin no.kartu garuda miles tidak bisa connect dgn harga diskon dari garuda miles,ayo...smoga bisa terbantu",sayangsaya cocokin nokartu miles connect harga diskon milesayosmoga bantu,sayangsaya cocokin nokartu miles connect harga diskon milesayosmoga bantu,sayangsaya cocokin nokartu miles connect harga diskon milesayosmoga bantu,miles connect harga diskon bantu,"['sayangsaya', 'cocokin', 'nokartu', 'miles', 'connect', 'harga', 'diskon', 'milesayosmoga', 'bantu']","['miles', 'connect', 'harga', 'diskon', 'bantu']",5,positive,4.0.9,4,2017-04-24 14:22:08,5
"udah download, mau booking sdh smp tahap choose flight tp ga bs... 😕 capek.. nyesel dah dl",download booking tahap choose flight bs capek sesal deh,download booking tahap choose flight bs capek sesal deh,download booking tahap choose flight bs capek sesal deh,download booking tahap choose flight bs capek sesal deh,"['download', 'booking', 'tahap', 'choose', 'flight', 'bs', 'capek', 'sesal', 'deh']","['download', 'booking', 'tahap', 'choose', 'flight', 'bs', 'capek', 'sesal', 'deh']",1,negative,4.0.9,4,2017-04-24 05:32:51,14
terlalu lama loading,loading,loading,loading,loading,['loading'],['loading'],3,neutral,,nan,2017-04-23 10:32:22,0
quality tetapi mahal,quality mahal,quality mahal,quality mahal,mahal,"['quality', 'mahal']",['mahal'],5,positive,,nan,2017-04-23 01:05:23,0
sering error,error,error,error,error,['error'],['error'],1,negative,3.4.0,3,2017-04-22 17:31:22,0
aplikasinya lambat...buat reservasi aja loadingnya lama bgt,lambatbuat reservasi loadingnya banget,lambatbuat reservasi loadingnya banget,lambatbuat reservasi loadingnya banget,reservasi loadingnya banget,"['lambatbuat', 'reservasi', 'loadingnya', 'banget']","['reservasi', 'loadingnya', 'banget']",1,negative,4.0.9,4,2017-04-22 07:42:47,3
jadi mudah pesan tiket tak perlu lg lewat pihak ke 3,mudah pesan tiket 3,mudah pesan tiket,mudah pesan tiket,mudah pesan tiket,"['mudah', 'pesan', 'tiket']","['mudah', 'pesan', 'tiket']",5,positive,4.0.9,4,2017-04-21 15:00:56,6
"aplikasi abal abal, nyusahin aja.. ribet",abal abal susah aja ribet,abal abal susah aja ribet,abal abal susah aja ribet,abal abal susah aja ribet,"['abal', 'abal', 'susah', 'aja', 'ribet']","['abal', 'abal', 'susah', 'aja', 'ribet']",1,negative,4.0.9,4,2017-04-21 03:41:01,1
"konsultan it garudanya yg kurang cerdas, bikin aplikasi yg simple lah jgn berat-berat, loading nya aja lama, suka error, bikin stuck hp, contoh tuh aplikasi burung s, simple, ringan, mudah dipake, gak banyak makan rom.",konsultan cerdas bikin simple beratberat loading suka error bikin stuck hp contoh tuh burung s simple ringan mudah dipake makan rom,konsultan cerdas bikin simple beratberat loading suka error bikin stuck hp contoh tuh burung s simple ringan mudah dipake makan rom,konsultan cerdas bikin simple beratberat loading suka error bikin stuck hp contoh tuh burung s simple ringan mudah dipake makan rom,bikin simple loading suka error bikin stuck hp contoh tuh burung s simple ringan mudah dipake makan,"['konsultan', 'cerdas', 'bikin', 'simple', 'beratberat', 'loading', 'suka', 'error', 'bikin', 'stuck', 'hp', 'contoh', 'tuh', 'burung', 's', 'simple', 'ringan', 'mudah', 'dipake', 'makan', 'rom']","['bikin', 'simple', 'loading', 'suka', 'error', 'bikin', 'stuck', 'hp', 'contoh', 'tuh', 'burung', 's', 'simple', 'ringan', 'mudah', 'dipake', 'makan']",1,negative,,nan,2017-04-20 23:06:40,0
bhw aplikasi ini tdk dpt digunakan lg jd mhn untuk.diperbaiki masa bumn garuda sd bintang 5 aplikasinya lemot dan tdk bisa digunakan.....,mhn untukdiperbaiki bumn sd bintang 5 lot,mhn untukdiperbaiki bumn sd bintang lot,mhn untukdiperbaiki bumn sd bintang lot,mhn bumn sd bintang lot,"['mhn', 'untukdiperbaiki', 'bumn', 'sd', 'bintang', 'lot']","['mhn', 'bumn', 'sd', 'bintang', 'lot']",3,neutral,4.0.7,4,2017-04-20 07:55:33,0
hadeh...ga bisa lihat jadwal penerbangan,hadehga lihat jadwal terbang,hadehga lihat jadwal terbang,hadehga lihat jadwal terbang,lihat jadwal terbang,"['hadehga', 'lihat', 'jadwal', 'terbang']","['lihat', 'jadwal', 'terbang']",5,positive,4.0.9,4,2017-04-20 07:02:38,1
garuda memang ok,ok,ok,ok,ok,['ok'],['ok'],5,positive,4.0.7,4,2017-04-19 12:26:42,0
top 👍,top,top,top,top,['top'],['top'],4,positive,4.0.7,4,2017-04-18 19:43:24,0
bagus sekali,bagus,bagus,bagus,bagus,['bagus'],['bagus'],5,positive,4.0.7,4,2017-04-18 14:34:44,0
masak maskapai bintang lima yang msuk 10 maskapai terbaik dunia nggak mampu membuat aplikasi yang mumpuni?????   ayoooo garuda... rentangkan sayapmu yang lebar dan kokoh ituu.  saya akan selalu mendukung mu,masak maskapai bintang masuk 10 maskapai baik dunia mumpuni ayo rentang sayap lebar kokoh ituu dukung mu,masak maskapai bintang masuk maskapai baik dunia mumpuni ayo rentang sayap lebar kokoh ituu dukung mu,masak maskapai bintang masuk maskapai baik dunia mumpuni ayo rentang sayap lebar kokoh ituu dukung mu,masak maskapai bintang masuk maskapai baik dunia mumpuni ayo sayap dukung mu,"['masak', 'maskapai', 'bintang', 'masuk', 'maskapai', 'baik', 'dunia', 'mumpuni', 'ayo', 'rentang', 'sayap', 'lebar', 'kokoh', 'ituu', 'dukung', 'mu']","['masak', 'maskapai', 'bintang', 'masuk', 'maskapai', 'baik', 'dunia', 'mumpuni', 'ayo', 'sayap', 'dukung', 'mu']",1,negative,4.0.9,4,2017-04-18 13:27:39,35
"mohon di perbaiki aplikasinya, loadingnya lama banget dan bikin males pake aplikasi ini.",mohon baik loadingnya banget bikin malas pakai,mohon baik loadingnya banget bikin malas pakai,mohon baik loadingnya banget bikin malas pakai,mohon baik loadingnya banget bikin pakai,"['mohon', 'baik', 'loadingnya', 'banget', 'bikin', 'malas', 'pakai']","['mohon', 'baik', 'loadingnya', 'banget', 'bikin', 'pakai']",1,negative,4.0.9,4,2017-04-18 12:38:44,12
habis update kok malah ndak bisa dibuka,habis update indak buka,habis update indak buka,habis update indak buka,habis update indak buka,"['habis', 'update', 'indak', 'buka']","['habis', 'update', 'indak', 'buka']",1,negative,4.0.9,4,2017-04-18 11:44:42,1
keluar otomatis 😥,otomatis,otomatis,otomatis,otomatis,['otomatis'],['otomatis'],2,negative,4.0.9,4,2017-04-18 08:42:34,4
