content,content_stemmed_no_common_2,content_regex,content_regex_norm,tokens_nltk,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
"app nya jelek, ngak bisa di buka,error mulu, tolong dan harap di perbaiki dong min. thanks",jelek bukaerror mulu tolong harap baik min thanks,jelek bukaerror mulu tolong harap baik min thanks,jelek bukaerror mulu tolong harap baik min thanks,"['jelek', 'bukaerror', 'mulu', 'tolong', 'harap', 'baik', 'min', 'thanks']",1,0,,2017-07-26 00:39:05,"Pelanggan Yth, Terkait dengan case berikut saat ini sedang dilakukan perbaikan dan akan kami rilis ke playstore apabila sudah selesai. Mohon maaf atas ketidaknyamanan yang terjadi. Demikian disampaikan. Hormat Kami, Garuda Indonesia.",2017-08-27 05:06:02
min app masih  harus di perbaiki lagi  saya mencari penerbangan error terus.. jadi saya buka pake web lagi tks,min baik cari terbang error buka pakai web tks,min baik cari terbang error buka pakai web tks,min baik cari terbang error buka pakai web tks,"['min', 'baik', 'cari', 'terbang', 'error', 'buka', 'pakai', 'web', 'tks']",3,1,4.1.0,2017-07-25 00:04:00,"Dear Valued Customers Mr. Calvin Sie, In connection with the following case is currently being repaired and will be released to PlayStore when ready. We apologize for any inconvenience. Sincerely, Garuda Indonesia.",2017-08-27 05:06:17
"setelah di update malah makin jelek, gak bisa register dan gak bisa check in.. tolong dibenerin ya",update jelek register check in tolong dibenerin,update jelek register check in tolong dibenerin,update jelek register check in tolong dibenerin,"['update', 'jelek', 'register', 'check', 'in', 'tolong', 'dibenerin']",1,1,4.1.0,2017-07-23 14:40:02,"Dear Valued Customers, In connection with the following case is currently being repaired and will be released to PlayStore when ready. We apologize for any inconvenience. Sincerely, Garuda Indonesia.",2017-08-27 05:12:33
versi sebelumnya lebih bagus,versi bagus,versi bagus,versi bagus,"['versi', 'bagus']",1,2,4.1.0,2017-07-22 14:49:40,"Dear Valued Customers, In connection with the following case is currently being repaired and will be released to PlayStore when ready. We apologize for any inconvenience. Sincerely, Garuda Indonesia.",2017-08-27 05:12:06
"besar sekali ukurannya,mohon diperkecil lagi ukuran aplikasinya karna memenuhi memori hp",ukurannyamohon kecil ukur penuh memori hp,ukurannyamohon kecil ukur penuh memori hp,ukurannyamohon kecil ukur penuh memori hp,"['ukurannyamohon', 'kecil', 'ukur', 'penuh', 'memori', 'hp']",4,0,,2017-07-22 11:11:29,"Dear valued customer, Thanks for the advice, input and support that has been given, and thank you for flying with Garuda Indonesia. Sincerely, Garuda Indonesia.",2017-08-27 05:11:53
i very good😎,i very good,i very good,i very good,"['i', 'very', 'good']",5,0,,2017-07-22 11:01:43,"Dear valued customer, Thanks for the advice, input and support that has been given, and thank you for flying with Garuda Indonesia. Sincerely, Garuda Indonesia.",2017-08-27 05:11:15
not recomended,not recomended,not recomended,not recomended,"['not', 'recomended']",1,0,4.1.0,2017-07-21 13:38:25,"Dear Valued Customers Mr. Isep Permana, In connection with the following case is currently being repaired and will be released to PlayStore when ready. We apologize for any inconvenience. Sincerely, Garuda Indonesia.",2017-08-27 05:11:05
aplikasi ini sangatlah membantu pada saat agen travel susah di hubungi,bantu agen travel susah hubung,bantu agen travel susah hubung,bantu agen travel susah hubung,"['bantu', 'agen', 'travel', 'susah', 'hubung']",4,0,,2017-07-21 01:18:00,"Dear valued customer, Thanks for the advice, input and support that has been given, and thank you for flying with Garuda Indonesia. Sincerely, Garuda Indonesia.",2017-08-27 05:09:39
top,top,top,top,['top'],4,0,4.1.0,2017-07-20 16:32:06,"Dear valued customer, Thanks for the advice, input and support that has been given, and thank you for flying with Garuda Indonesia. Sincerely, Garuda Indonesia.",2017-08-27 05:08:49
siippp,sip,sip,sip,['sip'],5,0,,2017-07-19 10:40:13,"Pelanggan Yth Bapak Samsul Arifin, Terima kasih atas saran, masukan dan support yang telah diberikan. Semoga Bapak/Ibu puas terbang bersama kami. Hormat Kami, Garuda Indonesia.",2017-08-27 05:08:00
terima  kasih,terima kasih,terima kasih,terima kasih,"['terima', 'kasih']",5,0,,2017-07-18 14:18:40,"Dear valued customer Mr. Hardi syah, Thanks for the advice, input and support that has been given, and thank you for flying with Garuda Indonesia. Sincerely, Garuda Indonesia.",2017-08-27 05:07:26
"tidak bisa daftar. selalu ada alert password tidak boleh kosong, padahal sudah ada di isi password.",daftar alert password kosong isi password,daftar alert password kosong isi password,daftar alert password kosong isi password,"['daftar', 'alert', 'password', 'kosong', 'isi', 'password']",2,1,4.1.0,2017-07-18 03:49:46,"Dear Valued Customers, In connection with the following case is currently being repaired and will be released to PlayStore when ready. We apologize for any inconvenience. Sincerely, Garuda Indonesia.",2017-08-27 05:07:10
bagus sekali,bagus,bagus,bagus,['bagus'],5,0,,2017-07-17 18:12:15,,
mantap,mantap,mantap,mantap,['mantap'],5,0,,2017-07-14 09:17:58,,
mau pesan penerbangan gak bisa..sering eror..ini aplikasi..udah 3x pasang copot ..hehe,pesan terbang bisasering erorini aplikasiudah 3x pasang copot hehe,pesan terbang bisasering erorini aplikasiudah x pasang copot hehe,pesan terbang bisasering erorini aplikasiudah x pasang copot hehe,"['pesan', 'terbang', 'bisasering', 'erorini', 'aplikasiudah', 'x', 'pasang', 'copot', 'hehe']",2,0,4.1.0,2017-07-13 14:01:58,,
mantap,mantap,mantap,mantap,['mantap'],5,0,,2017-07-10 07:29:18,,
mau register ampe ulang 3x ttp aja gak bisa..,register ulang 3x,register ulang x,register ulang x,"['register', 'ulang', 'x']",1,0,4.1.0,2017-07-09 11:22:03,,
coba dulu,coba,coba,coba,['coba'],3,0,,2017-07-09 05:15:29,,
lebih ditingkatkan saja yah....dan pertahankan yg sudah ada,tingkat yahdan tahan,tingkat yahdan tahan,tingkat yahdan tahan,"['tingkat', 'yahdan', 'tahan']",4,0,,2017-07-09 00:50:57,,
sepertinya aplikasi ini bermasalah  sayangnya pengembangnya seolah tidak bertanggung jawab. sekian banyak yang komen ttg errornya aplikasi ini namun tidam ada tanggapan,masalah sayang kembang tanggung sekian komen errornya tidam tanggap,masalah sayang kembang tanggung sekian komen errornya tidam tanggap,masalah sayang kembang tanggung sekian komen errornya tidam tanggap,"['masalah', 'sayang', 'kembang', 'tanggung', 'sekian', 'komen', 'errornya', 'tidam', 'tanggap']",2,0,,2017-07-08 12:17:35,,
sucks..,sucks,sucks,sucks,['sucks'],1,2,4.1.0,2017-07-08 07:00:49,,
app apa ini buruk sekali & susah siap lo ka sia,buruk susah lo kak sia,buruk susah lo kak sia,buruk susah lo kak sia,"['buruk', 'susah', 'lo', 'kak', 'sia']",1,0,4.1.0,2017-07-07 10:57:59,,
memuaskan,muas,muas,muas,['muas'],5,0,,2017-07-07 03:38:31,,
tidak bisa claim missing miles.,claim missing miles,claim missing miles,claim missing miles,"['claim', 'missing', 'miles']",2,0,4.1.0,2017-07-06 15:29:44,,
good luck,good luck,good luck,good luck,"['good', 'luck']",5,0,,2017-07-06 13:37:12,,
yes,yes,yes,yes,['yes'],5,0,,2017-07-06 06:19:14,,
"gui is messed up, i cant choose flight on the book flight screen, im using kk and himax polymer",gui is messed up i cant choose flight on the book flight screen im using kakak and himax polymer,gui is messed up i cant choose flight on the book flight screen im using kakak and himax polymer,gui is messed up i cant choose flight on the book flight screen im using kakak and himax polymer,"['gui', 'is', 'messed', 'up', 'i', 'cant', 'choose', 'flight', 'on', 'the', 'book', 'flight', 'screen', 'im', 'using', 'kakak', 'and', 'himax', 'polymer']",3,2,4.1.0,2017-07-06 03:23:44,,
mohon bantuanya. setelah diupdate tidak bisa menambah perjalanan.,mohon bantuanya diupdate tambah jalan,mohon bantuanya diupdate tambah jalan,mohon bantuanya diupdate tambah jalan,"['mohon', 'bantuanya', 'diupdate', 'tambah', 'jalan']",3,1,4.1.0,2017-07-06 01:49:02,,
good,good,good,good,['good'],5,0,,2017-07-05 21:43:51,,
good improvement for garuda infonesia,good improvement for infonesia,good improvement for infonesia,good improvement for infonesia,"['good', 'improvement', 'for', 'infonesia']",5,0,,2017-07-05 08:39:49,,
"registrasi.. udh bikin password segitu pnjang na, kombinasi udh belibet, tetep aj kluar tulisan "" password tidak boleh kosong ""    hadeuh ripuuuh",registrasi bikin password segitu na kombinasi belibet tulis password kosong aduh ripuuuh,registrasi bikin password segitu na kombinasi belibet tulis password kosong aduh ripuuh,registrasi bikin password segitu na kombinasi belibet tulis password kosong aduh ripuuh,"['registrasi', 'bikin', 'password', 'segitu', 'na', 'kombinasi', 'belibet', 'tulis', 'password', 'kosong', 'aduh', 'ripuuh']",1,1,4.1.0,2017-07-05 03:50:23,,
"knpa sy gk bs registrasi y??? tlng d bantu dong min,",registrasi y tlng bantu min,registrasi y tlng bantu min,registrasi y tlng bantu min,"['registrasi', 'y', 'tlng', 'bantu', 'min']",4,0,4.1.0,2017-07-05 02:13:12,,
good,good,good,good,['good'],5,0,,2017-07-03 11:47:23,,
nambah cakep nih aplikasi...,tambah cakep nih,tambah cakep nih,tambah cakep nih,"['tambah', 'cakep', 'nih']",5,1,4.1.0,2017-06-30 23:29:51,,
"mantapppp dechh,klo mau naik garuda",mantapppp dechhklo,mantapp dechhklo,mantap dechhklo,"['mantap', 'dechhklo']",5,0,,2017-06-29 11:25:43,,
aplikasinya sudah ok.  hanya saja garuda miles 72 jam sebelumnya... menyulitkan!,ok miles 72 jam sulit,ok miles jam sulit,ok miles jam sulit,"['ok', 'miles', 'jam', 'sulit']",5,9,4.1.0,2017-06-29 09:42:03,,
ok,ok,ok,ok,['ok'],3,0,,2017-06-29 03:29:18,,
"fitur book flight nya tidak berfungsi, nama fitur nya lebih cocok kalau disebut view schedule",fitur book flight fungsi nama fitur cocok view schedule,fitur book flight fungsi nama fitur cocok view schedule,fitur book flight fungsi nama fitur cocok view schedule,"['fitur', 'book', 'flight', 'fungsi', 'nama', 'fitur', 'cocok', 'view', 'schedule']",2,5,4.1.0,2017-06-28 13:57:14,,
garuda indonesia tetap jaya.,indonesia jaya,indonesia jaya,indonesia jaya,"['indonesia', 'jaya']",5,0,,2017-06-27 17:27:48,,
muantaaaappp...!,muantaaaappp,muantaapp,muantap,['muantap'],5,0,4.0.6,2017-06-27 07:05:56,,
apakah berfungsi untuk citilink juga?,fungsi citilink,fungsi citilink,fungsi citilink,"['fungsi', 'citilink']",3,0,,2017-06-27 03:07:19,,
bagus,bagus,bagus,bagus,['bagus'],5,3,4.1.0,2017-06-26 03:34:51,,
terima kasih garuda indonesia... selalu melayani dengan tulus.,terima kasih indonesia layan tulus,terima kasih indonesia layan tulus,terima kasih indonesia layan tulus,"['terima', 'kasih', 'indonesia', 'layan', 'tulus']",5,0,4.1.0,2017-06-25 01:02:45,,
dapat saling memberi informasi,informasi,informasi,informasi,['informasi'],4,5,4.1.0,2017-06-23 22:28:13,,
mantap,mantap,mantap,mantap,['mantap'],5,0,,2017-06-23 19:04:40,,
kedepanx smkn lebh baik,kedepanx smkn,kedepanx smkn,kedepanx smkn,"['kedepanx', 'smkn']",5,0,,2017-06-23 18:45:44,,
good improvement for garuda indonesia mob app. good looking user interface and push notifications allowed. i can complete my booking get promos/offers and also can manage my booking - check in. my favorite travel partner,good improvement for indonesia mob good looking user interface and push notifications allowed i can complete my booking get promosoffers and also can manage my booking check in my favorite travel partner,good improvement for indonesia mob good looking user interface and push notifications allowed i can complete my booking get promosoffers and also can manage my booking check in my favorite travel partner,good improvement for indonesia mob good looking user interface and push notifications allowed i can complete my booking get promosoffers and also can manage my booking check in my favorite travel partner,"['good', 'improvement', 'for', 'indonesia', 'mob', 'good', 'looking', 'user', 'interface', 'and', 'push', 'notifications', 'allowed', 'i', 'can', 'complete', 'my', 'booking', 'get', 'promosoffers', 'and', 'also', 'can', 'manage', 'my', 'booking', 'check', 'in', 'my', 'favorite', 'travel', 'partner']",5,34,4.1.0,2017-06-23 04:49:30,,
"mohon bantuan nya setelah diupdate tidak bisa nambah perjalanan, perbaiki lagi dunk min. terima kasih",mohon bantu diupdate tambah jalan baik min terima kasih,mohon bantu diupdate tambah jalan baik min terima kasih,mohon bantu diupdate tambah jalan baik min terima kasih,"['mohon', 'bantu', 'diupdate', 'tambah', 'jalan', 'baik', 'min', 'terima', 'kasih']",2,31,4.1.0,2017-06-22 15:39:28,,
garuda  .memang  luar  biasa,,,,[],5,4,4.1.0,2017-06-22 02:56:37,,
progress masih lambat,progress lambat,progress lambat,progres lambat,"['progres', 'lambat']",3,5,4.1.0,2017-06-21 21:26:45,,
love this,love this,love this,love this,"['love', 'this']",5,0,4.0.9,2017-06-21 20:12:10,,
garuda pilihanku,pilih,pilih,pilih,['pilih'],4,2,4.1.0,2017-06-21 12:24:18,,
akhirnya sudah diupdate.... makasih.,diupdate makasih,diupdate makasih,diupdate makasih,"['diupdate', 'makasih']",4,7,4.1.0,2017-06-21 02:50:25,,
sangat memfasilitasi,fasilitas,fasilitas,fasilitas,['fasilitas'],5,0,3.4.0,2017-06-21 00:31:52,,
coba dulu,coba,coba,coba,['coba'],4,0,,2017-06-20 23:59:30,,
maju terus,maju,maju,maju,['maju'],5,0,,2017-06-19 21:14:32,,
siiiiipp,siiiiipp,siipp,siip,['siip'],5,0,4.0.9,2017-06-19 15:06:19,,
semoga bermanfaat gan,moga manfaat gan,moga manfaat gan,moga manfat gan,"['moga', 'manfat', 'gan']",5,0,,2017-06-19 06:45:56,,
ok,ok,ok,ok,['ok'],3,0,,2017-06-18 23:22:36,,
"barusan download dan install app-nya. kok pas dibuka, sampai pilihan pilih bahasa, pas diklik "" lanjut "" , langsung force close ya, dan berulang ulang, jadi gabisa dibuka.. why??",barusan download install appnya pas buka pilih pilih bahasa pas klik langsung force close ulang ulang buka why,barusan download install appnya pas buka pilih pilih bahasa pas klik langsung force close ulang ulang buka why,barusan download instal appnya pas buka pilih pilih bahasa pas klik langsung force close ulang ulang buka why,"['barusan', 'download', 'instal', 'appnya', 'pas', 'buka', 'pilih', 'pilih', 'bahasa', 'pas', 'klik', 'langsung', 'force', 'close', 'ulang', 'ulang', 'buka', 'why']",1,1,4.0.9,2017-06-18 12:44:35,,
mantap makanya kalau nga bagus hp nya jak maka beli hp xiomi,mantap bagus hp jak beli hp xiomi,mantap bagus hp jak beli hp xiomi,mantap bagus hp jak beli hp xiomi,"['mantap', 'bagus', 'hp', 'jak', 'beli', 'hp', 'xiomi']",5,1,4.0.9,2017-06-18 10:28:04,,
lambat app,lambat,lambat,lambat,['lambat'],1,0,4.0.9,2017-06-18 07:05:39,,
memuaskan,muas,muas,muas,['muas'],5,0,4.0.9,2017-06-18 00:55:01,,
"saya kesusahan saat mau pesan penerbangan,app nya seperti tidak mau meresppon.mohon diperbaiki lagi",susah pesan penerbanganapp merespponmohon baik,susah pesan penerbanganapp merespponmohon baik,susah pesan penerbanganap merespponmohon baik,"['susah', 'pesan', 'penerbanganap', 'merespponmohon', 'baik']",2,1,4.0.9,2017-06-17 13:18:37,,
memuaskan,muas,muas,muas,['muas'],5,0,,2017-06-16 14:51:23,,
lumayan lah!,lumayan,lumayan,lumayan,['lumayan'],3,0,,2017-06-16 13:10:50,,
oke,oke,oke,oke,['oke'],5,0,,2017-06-15 15:03:14,,
joooss,joooss,jooss,joos,['joos'],4,0,,2017-06-15 12:26:23,,
yuanthamrin,yuanthamrin,yuanthamrin,yuanthamrin,['yuanthamrin'],3,0,3.4.0,2017-06-15 09:03:13,,
pelayanan dan fasilitas good,layan fasilitas good,layan fasilitas good,layan fasilitas good,"['layan', 'fasilitas', 'good']",4,1,4.0.9,2017-06-15 04:24:31,,
sangat mudah mengoperasikan aplikasi ini.,mudah operasi,mudah operasi,mudah operasi,"['mudah', 'operasi']",5,1,4.0.9,2017-06-15 02:29:36,,
semua informasi sangat berguna sesuai dengan situasi dan kondisi tiap tiap waktu apa kapan dan dimana.,informasi guna sesuai situasi kondisi mana,informasi guna sesuai situasi kondisi mana,informasi guna sesuai situasi kondisi mana,"['informasi', 'guna', 'sesuai', 'situasi', 'kondisi', 'mana']",5,1,4.0.9,2017-06-14 21:23:07,,
"heh kalian semua ,, ribut yuk",heh ribut yuk,heh ribut yuk,heh ribut yuk,"['heh', 'ribut', 'yuk']",3,0,,2017-06-14 21:19:03,,
garuda is the best,is the best,is the best,is the best,"['is', 'the', 'best']",5,0,,2017-06-14 15:04:39,,
pelayanan garuda bagus tq,layan bagus tq,layan bagus tq,layan bagus tq,"['layan', 'bagus', 'tq']",5,0,4.0.9,2017-06-14 00:35:12,,
"sdh app nya berat, lambat loading, tdk bisa di akses..sy kira sdh perbaikan, ternyata masih sama",berat lambat loading aksessy baik,berat lambat loading aksessy baik,berat lambat loading aksessy baik,"['berat', 'lambat', 'loading', 'aksessy', 'baik']",1,0,,2017-06-13 12:59:14,,
garuda indonesia ist the best,indonesia ist the best,indonesia ist the best,indonesia ist the best,"['indonesia', 'ist', 'the', 'best']",5,0,3.0,2017-06-13 01:54:50,,
awesome,awesome,awesome,awesome,['awesome'],5,0,,2017-06-12 15:08:20,,
"lebih bagus aplikasi sebelumnya , skrg tdk bisa klaim online dan tidak bisa tukar miles hotel online",bagus klaim online tukar miles hotel online,bagus klaim online tukar miles hotel online,bagus klaim online tukar miles hotel online,"['bagus', 'klaim', 'online', 'tukar', 'miles', 'hotel', 'online']",3,1,4.0.9,2017-06-12 06:26:10,,
aplikasi ini sangat baik buat saya dan keluarga.,keluarga,keluarga,keluarga,['keluarga'],5,1,4.0.9,2017-06-12 00:48:35,,
nyaman.. baik.. good job...,nyaman good job,nyaman good job,nyaman good job,"['nyaman', 'good', 'job']",5,2,4.0.9,2017-06-11 14:56:26,,
kenapa untuk kartu elektronik garuda miles-nya gak keluar ya?,kartu elektronik milesnya,kartu elektronik milesnya,kartu elektronik milesnya,"['kartu', 'elektronik', 'milesnya']",5,2,4.0.9,2017-06-10 06:00:02,,
biar ga repot,biar repot,biar repot,biar repot,"['biar', 'repot']",5,0,,2017-06-09 14:57:07,,
ditingkatkan pelayanannya. sukses garuda indonesia,tingkat layan sukses indonesia,tingkat layan sukses indonesia,tingkat layan sukses indonesia,"['tingkat', 'layan', 'sukses', 'indonesia']",5,1,4.0.9,2017-06-09 13:16:02,,
"good aplication, very helpfull",good aplication very helpfull,good aplication very helpfull,good aplication very helpful,"['good', 'aplication', 'very', 'helpful']",5,0,,2017-06-09 07:39:49,,
the best...,the best,the best,the best,"['the', 'best']",4,0,4.0.9,2017-06-09 02:59:45,,
